no,ang,v,2ang,rads,sin2a,v2,v2g,len1,len2,e
8,52.45,0.53,104.9,1.83090749251518,0.966361393618616,0.2809,0.02864382842255,0.027680289952988,27.6802899529879,3.06181E-05
9,46.73,0.39,93.46,1.63112094458303,0.998181021958852,0.1521,0.015509883599394,0.015481671461706,15.4816714617062,1.65789E-05
9,39.9,0.39,79.8,1.39277274309148,0.984195607969242,0.1521,0.015509883599394,0.015264759318638,15.264759318638,1.65789E-05
9,33.67,0.41,67.34,1.17539596410628,0.92284242755247,0.1681,0.017141429540159,0.01581883844856,15.8188384485599,1.83229E-05
9,56.71,0.42,113.42,1.97950143909123,0.917636208105937,0.1764,0.017987793996931,0.016506251075534,16.5062510755342,1.92276E-05
9,46.99,0.41,93.98,1.64026043102427,0.997588339087081,0.1681,0.017141429540159,0.017100090224546,17.1000902245454,1.83229E-05
9,62.1,0.46,124.2,2.16758677611922,0.827143609453903,0.2116,0.021577195066613,0.017847439009289,17.8474390092892,2.30644E-05
9,27.76,0.47,55.52,0.969154630094896,0.824407531431974,0.2209,0.022525531144683,0.018570217525182,18.5702175251817,2.40781E-05
9,58.12,0.45,116.24,2.02870792557172,0.896977684591413,0.2025,0.020649253312803,0.01852191942506,18.5219194250596,2.20725E-05
9,56.74,0.45,113.48,1.9807101494114,0.917155170519967,0.2025,0.020649253312803,0.018938569443214,18.9385694432139,2.20725E-05
9,42.53,0.44,85.06,1.48454103815062,0.996282318402928,0.1936,0.019741705883253,0.019668312506596,19.6683125065957,2.11024E-05
9,53.44,0.46,106.88,1.86534755104601,0.956932522960788,0.2116,0.021577195066613,0.020647919713511,20.647919713511,2.30644E-05
9,45.15,0.45,90.3,1.57595813805767,0.999986677881824,0.2025,0.020649253312803,0.02064897822101,20.6489782210102,2.20725E-05
9,49.85,0.46,99.7,1.74008083749407,0.985705562787178,0.2116,0.021577195066613,0.021268761206505,21.2687612065045,2.30644E-05
9,45.58,0.46,91.16,1.59113583539228,0.999793159325913,0.2116,0.021577195066613,0.021572732025041,21.5727320250405,2.30644E-05
9,40.39,0.48,80.78,1.40971378147596,0.987054235762595,0.2304,0.023494261547012,0.023190110376092,23.1901103760919,2.51136E-05
9,38.56,0.5,77.12,1.34613663790698,0.974869976195429,0.25,0.025492905324448,0.024852268006797,24.8522680067971,2.725E-05
9,43,0.49,86,1.50098186517148,0.997563960165462,0.2401,0.0244833862736,0.024423743769353,24.4237437693532,2.61709E-05
9,38.45,0.5,76.9,1.34201441455986,0.973943369236079,0.25,0.025492905324448,0.02482864610331,24.8286461033095,2.725E-05
9,49.57,0.5,99.14,1.73024499958787,0.987314969793425,0.25,0.025492905324448,0.025169527050354,25.1695270503542,2.725E-05
9,39.53,0.51,79.06,1.37982938135869,0.981821159820311,0.2601,0.026522818699556,0.026040664617302,26.0406646173018,2.83509E-05
9,41.33,0.51,82.66,1.44273219951787,0.991810990769022,0.2601,0.026522818699556,0.026305623092394,26.3056230923937,2.83509E-05
9,47.68,0.53,95.36,1.66422966596044,0.995638280026221,0.2809,0.02864382842255,0.028518892063994,28.5188920639939,3.06181E-05
10,42.46,0.39,84.92,1.48228617747679,0.996085533244713,0.1521,0.015509883599394,0.015449170675666,15.4491706756661,1.65789E-05
10,44.85,0.39,89.7,1.56552745703581,0.999986119537842,0.1521,0.015509883599394,0.015509668315042,15.5096683150419,1.65789E-05
10,58.07,0.42,116.14,2.02690377872394,0.897773794054917,0.1764,0.017987793996931,0.016148970063303,16.1489700633027,1.92276E-05
10,42.46,0.4,84.92,1.48213360079358,0.996072034691179,0.16,0.016315459407647,0.016251372849096,16.2513728490961,1.744E-05
10,38.4,0.4,76.8,1.34041286553165,0.97357890287316,0.16,0.016315459407647,0.015884387069968,15.8843870699684,1.744E-05
10,47.31,0.4,94.62,1.65138945318644,0.996754131454458,0.16,0.016315459407647,0.01626250157115,16.2625015711495,1.744E-05
10,51.39,0.41,102.78,1.79399901482325,0.975193524135606,0.1681,0.017141429540159,0.01671621108199,16.7162110819898,1.83229E-05
10,49.73,0.4,99.46,1.7360252508178,0.986380728195072,0.16,0.016315459407647,0.016093254731352,16.0932547313518,1.744E-05
10,48.44,0.41,96.88,1.69086276202734,0.992800680554604,0.1681,0.017141429540159,0.017018022913149,17.0180229131486,1.83229E-05
10,44.45,0.4,88.9,1.55163215782239,0.999816372933888,0.16,0.016315459407647,0.016312463447704,16.3124634477036,1.744E-05
10,52.13,0.41,104.26,1.81956780911229,0.969215630604678,0.1681,0.017141429540159,0.016613741441231,16.6137414412308,1.83229E-05
10,47.83,0.41,95.66,1.66966601751455,0.995116372283192,0.1681,0.017141429540159,0.017057717179751,17.0577171797509,1.83229E-05
10,40.7,0.42,81.4,1.42054944869745,0.988734154802384,0.1764,0.017987793996931,0.017785146294315,17.7851462943146,1.92276E-05
10,51.08,0.44,102.16,1.78315116520358,0.977537314080482,0.1936,0.019741705883253,0.019298254144482,19.2982541444817,2.11024E-05
10,47.33,0.44,94.66,1.65222099785526,0.996686842591462,0.1936,0.019741705883253,0.019676298504149,19.6762985041484,2.11024E-05
10,43.54,0.45,87.08,1.51982758136866,0.998701374663508,0.2025,0.020649253312803,0.020622437669271,20.6224376692714,2.20725E-05
10,52.99,0.47,105.98,1.84984033554862,0.96131919268791,0.2209,0.022525531144683,0.021654225414873,21.6542254148725,2.40781E-05
10,44.87,0.49,89.74,1.5663912553892,0.999990297688644,0.2401,0.0244833862736,0.024483148728163,24.4831487281634,2.61709E-05
10,47.2,0.5,94.4,1.64771235861176,0.997043420068662,0.25,0.025492905324448,0.025417533512175,25.4175335121744,2.725E-05
10,37.63,0.52,75.26,1.31353479505093,0.967090360607548,0.2704,0.027573126398923,0.026665704752212,26.6657047522121,2.94736E-05
11,62.71,0.43,125.42,2.18901083231379,0.814914593865711,0.1849,0.018854552777962,0.015364850219573,15.3648502195724,2.01541E-05
11,47.41,0.39,94.82,1.65475657728598,0.996477408222439,0.1521,0.015509883599394,0.015455248610956,15.4552486109561,1.65789E-05
11,20.48,0.49,40.96,0.714863858177336,0.655514610851516,0.2401,0.0244833862736,0.016049217425466,16.0492174254663,2.61709E-05
11,46.97,0.41,93.94,1.63962513117654,0.997632232821024,0.1681,0.017141429540159,0.017100842625893,17.1008426258931,1.83229E-05
11,39.42,0.42,78.84,1.37591279270404,0.981070230091566,0.1764,0.017987793996931,0.017647289195409,17.6472891954084,1.92276E-05
11,45.4,0.42,90.8,1.58477030545099,0.999902365549048,0.1764,0.017987793996931,0.01798603776854,17.9860377685399,1.92276E-05
11,56.97,0.45,113.94,1.98855886015103,0.913999004385484,0.2025,0.020649253312803,0.018873396969206,18.8733969692056,2.20725E-05
11,54.71,0.45,109.42,1.90964739340037,0.943137197660242,0.2025,0.020649253312803,0.019475078903214,19.4750789032135,2.20725E-05
11,58.38,0.47,116.76,2.03773284860086,0.892951509649116,0.2209,0.022525531144683,0.020114207041292,20.1142070412924,2.40781E-05
11,38.96,0.45,77.92,1.36003832502545,0.977872620794362,0.2025,0.020649253312803,0.020192339454437,20.1923394544374,2.20725E-05
11,51.18,0.47,102.36,1.78638281684657,0.976851100044223,0.2209,0.022525531144683,0.022004089877764,22.0040898777634,2.40781E-05
11,40.01,0.47,80.02,1.39674252938172,0.984890839638055,0.2209,0.022525531144683,0.02218518928238,22.1851892823794,2.40781E-05
11,56.61,0.5,113.22,1.97606177910798,0.918997771593421,0.25,0.025492905324448,0.02342792318461,23.42792318461,2.725E-05
11,45.36,0.48,90.72,1.58319263252694,0.999923166786009,0.2304,0.023494261547012,0.023492456407387,23.4924564073865,2.51136E-05
11,47.9,0.5,95.8,1.67208340324832,0.994874847928851,0.25,0.025492905324448,0.025362250307925,25.362250307925,2.725E-05
11,53.99,0.52,107.98,1.88459088815338,0.951169152777184,0.2704,0.027573126398923,0.026226707276282,26.226707276282,2.94736E-05
11,50.74,0.51,101.48,1.77130121734058,0.979966146662098,0.2601,0.026522818699556,0.025991464439621,25.9914644396212,2.83509E-05
11,41.28,0.51,82.56,1.44104216229658,0.991593732426385,0.2601,0.026522818699556,0.026299860788761,26.299860788761,2.83509E-05
11,39.03,0.52,78.06,1.36235493544821,0.978354634050463,0.2704,0.027573126398923,0.026976295987646,26.9762959876456,2.94736E-05
11,49.78,0.52,99.56,1.73753729936197,0.986130901778993,0.2704,0.027573126398923,0.027190712000636,27.1907120006363,2.94736E-05
11,47.84,0.53,95.68,1.66995598651648,0.99508770798738,0.2809,0.02864382842255,0.028503121572979,28.5031215729791,3.06181E-05
11,57.6,0.56,115.2,2.01057667735713,0.904845198757966,0.3136,0.031978300438988,0.028935411616658,28.9354116166579,3.41824E-05
12,51.52,0.39,103.04,1.7985187543608,0.97418310451329,0.1521,0.015509883599394,0.015109466555498,15.1094665554977,1.65789E-05
12,51.07,0.39,102.14,1.78253726309248,0.97766651736462,0.1521,0.015509883599394,0.015163493883351,15.1634938833505,1.65789E-05
12,39.4,0.39,78.8,1.3754613807463,0.980982713184249,0.1521,0.015509883599394,0.015214927694506,15.2149276945057,1.65789E-05
12,51.75,0.4,103.5,1.8065719478756,0.9723334508962,0.16,0.016315459407647,0.015864066948794,15.8640669487941,1.744E-05
12,47.39,0.4,94.78,1.65434708813687,0.996511665108325,0.16,0.016315459407647,0.016258545621322,16.2585456213215,1.744E-05
12,49.57,0.41,99.14,1.73031942042718,0.987303150972646,0.1681,0.017141429540159,0.016923787397175,16.9237873971746,1.83229E-05
12,25.98,0.46,51.96,0.906873079336254,0.787580748815317,0.2116,0.021577195066613,0.016993783447897,16.9937834478972,2.30644E-05
12,48.48,0.42,96.96,1.69220418718384,0.992639113926449,0.1764,0.017987793996931,0.017855387894605,17.8553878946047,1.92276E-05
12,43.4,0.43,86.8,1.51486651787645,0.998436335914742,0.1849,0.018854552777962,0.018825070590939,18.8250705909394,2.01541E-05
12,48.11,0.43,96.22,1.67944254913277,0.994103802504293,0.1849,0.018854552777962,0.01874338261109,18.7433826110898,2.01541E-05
12,43.28,0.43,86.56,1.51089851182204,0.998206662147328,0.1849,0.018854552777962,0.01882074019477,18.82074019477,2.01541E-05
12,51.98,0.44,103.96,1.81446286067655,0.97045990300175,0.1936,0.019741705883253,0.019158533976551,19.1585339765505,2.11024E-05
12,45.13,0.44,90.26,1.57533271677351,0.999989710600626,0.1936,0.019741705883253,0.019741502752957,19.7415027529565,2.11024E-05
12,47.46,0.44,94.92,1.65649607713827,0.996330023383083,0.1936,0.019741705883253,0.019669254284283,19.6692542842831,2.11024E-05
12,41.63,0.47,83.26,1.45298660228528,0.993068456954926,0.2209,0.022525531144683,0.02236939445594,22.3693944559399,2.40781E-05
12,50.58,0.49,101.16,1.76541645579504,0.981121205051623,0.2401,0.0244833862736,0.024021169444499,24.0211694444989,2.61709E-05
12,48.34,0.48,96.68,1.68744017136418,0.993204816490816,0.2304,0.023494261547012,0.023334613728387,23.3346137283868,2.51136E-05
12,54.84,0.5,109.68,1.91438013291983,0.941553460796598,0.25,0.025492905324448,0.024002933233994,24.0029332339942,2.725E-05
12,48.44,0.49,96.88,1.69093997539345,0.992791429119855,0.2401,0.0244833862736,0.024306896048261,24.3068960482608,2.61709E-05
12,45.77,0.5,91.54,1.59779758261422,0.999635488239047,0.25,0.025492905324448,0.025483612860637,25.4836128606366,2.725E-05
12,50.05,0.51,100.1,1.74691725726755,0.984530757181779,0.2601,0.026522818699556,0.026112530776869,26.1125307768688,2.83509E-05
12,51.1,0.52,102.2,1.78378339327182,0.977403868802008,0.2704,0.027573126398923,0.026950080417274,26.9500804172743,2.94736E-05
12,36.96,0.53,73.92,1.29014738307421,0.960875896696899,0.2809,0.02864382842255,0.02752316432035,27.5231643203499,3.06181E-05
12,44.72,0.52,89.44,1.56091284140012,0.999951158755809,0.2704,0.027573126398923,0.027571779693124,27.5717796931236,2.94736E-05
12,52.02,0.54,104.04,1.8158463831746,0.970125182265739,0.2916,0.029734924770436,0.028846599312578,28.8465993125776,3.17844E-05
13,53.37,0.4,106.74,1.86312829508892,0.957574439094136,0.16,0.016315459407647,0.015623266890841,15.6232668908406,1.744E-05
13,54.78,0.41,109.56,1.91209500823678,0.942320777140015,0.1681,0.017141429540159,0.016152725205574,16.1527252055734,1.83229E-05
13,43.95,0.4,87.9,1.53420679057048,0.999330677598184,0.16,0.016315459407647,0.016304539105169,16.3045391051694,1.744E-05
13,44.51,0.41,89.02,1.55365000278379,0.99985300538783,0.1681,0.017141429540159,0.017138909842372,17.1389098423717,1.83229E-05
13,46.08,0.42,92.16,1.60844559203454,0.999291350126718,0.1764,0.017987793996931,0.017975046948994,17.9750469489941,1.92276E-05
13,54.36,0.45,108.72,1.89752196276823,0.947098304994744,0.2025,0.020649253312803,0.019556872811963,19.5568728119629,2.20725E-05
13,44.86,0.46,89.72,1.56590940488931,0.999988059020909,0.2116,0.021577195066613,0.021576937413778,21.5769374137778,2.30644E-05
13,44.74,0.46,89.48,1.56162661125101,0.999957958453007,0.2116,0.021577195066613,0.021576287927953,21.5762879279526,2.30644E-05
13,50.13,0.48,100.26,1.74979230323777,0.984022946778743,0.2304,0.023494261547012,0.023118892479881,23.1188924798807,2.51136E-05
13,34.21,0.5,68.42,1.19415427421452,0.929904928950455,0.25,0.025492905324448,0.023705978314472,23.7059783144717,2.725E-05
13,34.8,0.5,69.6,1.2146179106283,0.937236231770208,0.25,0.025492905324448,0.023892874523161,23.8928745231605,2.725E-05
13,33.35,0.5,66.7,1.16413461108022,0.918446381343087,0.25,0.025492905324448,0.023413866645161,23.4138666451614,2.725E-05
13,33.51,0.52,67.02,1.16971606930834,0.920639784586138,0.2704,0.027573126398923,0.025384917148271,25.384917148271,2.94736E-05
13,48.11,0.52,96.22,1.67947413959223,0.994100376572442,0.2704,0.027573126398923,0.027410455336449,27.4104553364491,2.94736E-05
13,37.56,0.53,75.12,1.31111566398791,0.966472024240529,0.2809,0.02864382842255,0.02768345883754,27.6834588375403,3.06181E-05
14,62.4,0.44,124.8,2.17823831110464,0.821110738539625,0.1936,0.019741705883253,0.01621012669783,16.2101266978297,2.11024E-05
14,44.28,0.41,88.56,1.54553481517397,0.999680944982774,0.1681,0.017141429540159,0.017135960481062,17.1359604810618,1.83229E-05
14,52.09,0.44,104.18,1.81841142376309,0.969499700133274,0.1936,0.019741705883253,0.019139577933933,19.1395779339328,2.11024E-05
14,36.98,0.46,73.96,1.29095079303549,0.961098114463396,0.2116,0.021577195066613,0.020737801493931,20.7378014939306,2.30644E-05
14,48.48,0.45,96.96,1.69231613260206,0.992625550016797,0.2025,0.020649253312803,0.020496976427057,20.4969764270573,2.20725E-05
14,51.03,0.45,102.06,1.7812629982056,0.97793352595328,0.2025,0.020649253312803,0.020193597100492,20.1935971004919,2.20725E-05
14,45.16,0.45,90.32,1.5763654629985,0.999984492401054,0.2025,0.020649253312803,0.020648933092464,20.6489330924641,2.20725E-05
14,47.66,0.49,95.32,1.66378746934115,0.995679438502144,0.2401,0.0244833862736,0.024377604297529,24.3776042975292,2.61709E-05
14,42.15,0.5,84.3,1.47131255943122,0.995055569961226,0.25,0.025492905324448,0.025366857437586,25.3668574375864,2.725E-05
14,39.46,0.51,78.92,1.37741384567392,0.981359807051079,0.2601,0.026522818699556,0.026028428241447,26.0284282414469,2.83509E-05
14,49.56,0.52,99.12,1.72984071151994,0.987379079496057,0.2704,0.027573126398923,0.027225128162597,27.2251281625972,2.94736E-05
14,35.16,0.53,70.32,1.22741717797805,0.941622382674004,0.2809,0.02864382842255,0.026971669968147,26.9716699681469,3.06181E-05
15,50.58,0.39,101.16,1.76560149560234,0.981085402694534,0.1521,0.015509883599394,0.015216520396857,15.2165203968571,1.65789E-05
15,54.89,0.4,109.78,1.91597717899858,0.941014273602367,0.16,0.016315459407647,0.015353080182976,15.3530801829757,1.744E-05
15,50.29,0.41,100.58,1.7555949644953,0.982973270599528,0.1681,0.017141429540159,0.016849567057842,16.8495670578414,1.83229E-05
15,52.92,0.41,105.84,1.84716111552047,0.962053697215594,0.1681,0.017141429540159,0.016490975664671,16.4909756646705,1.83229E-05
15,52.38,0.41,104.76,1.82829054583474,0.967031131062639,0.1681,0.017141429540159,0.016576295996251,16.5762959962505,1.83229E-05
15,43.38,0.41,86.76,1.51424765903028,0.998401550108975,0.1681,0.017141429540159,0.017114029823979,17.1140298239785,1.83229E-05
15,51.21,0.42,102.42,1.78746286149429,0.976619486782682,0.1764,0.017987793996931,0.017567230141635,17.567230141635,1.92276E-05
15,53.06,0.43,106.12,1.85211408068495,0.960690435260831,0.1849,0.018854552777962,0.018113388514909,18.1133885149085,2.01541E-05
15,41.11,0.46,82.22,1.43500971098974,0.990795153782376,0.2116,0.021577195066613,0.021378580304217,21.3785803042171,2.30644E-05
15,39.98,0.46,79.96,1.39562457618265,0.984696621201985,0.2116,0.021577195066613,0.02124699107711,21.2469910771099,2.30644E-05
15,50.44,0.46,100.88,1.76076585147018,0.982009990197404,0.2116,0.021577195066613,0.021189021115852,21.1890211158521,2.30644E-05
15,45.88,0.47,91.76,1.60151412163,0.999528245636931,0.2209,0.022525531144683,0.022514904627085,22.5149046270845,2.40781E-05
15,49.15,0.49,98.3,1.71562584252049,0.989530525179373,0.2401,0.0244833862736,0.024227058077485,24.2270580774849,2.61709E-05
15,45.95,0.5,91.9,1.60409057667179,0.999445797660173,0.25,0.025492905324448,0.025478777096669,25.4787770966684,2.725E-05
15,45.47,0.52,90.94,1.58709571233318,0.999867167956367,0.2704,0.027573126398923,0.027569463804194,27.5694638041943,2.94736E-05
15,44.55,0.53,89.1,1.55494580503364,0.99987438310997,0.2809,0.02864382842255,0.028640230273905,28.640230273905,3.06181E-05
16,48.22,0.39,96.44,1.68330908174447,0.993677114391534,0.1521,0.015509883599394,0.015411816379595,15.4118163795947,1.65789E-05
16,58.36,0.42,116.72,2.0371701893566,0.893204650958578,0.1764,0.017987793996931,0.016066781258543,16.0667812585432,1.92276E-05
16,50.83,0.42,101.66,1.77416142801216,0.979392487610338,0.1764,0.017987793996931,0.017617110309276,17.6171103092762,1.92276E-05
16,47.21,0.42,94.42,1.6481091417639,0.997012852681416,0.1764,0.017987793996931,0.017934061806326,17.9340618063255,1.92276E-05
16,57.13,0.45,114.26,1.99408596882625,0.911742616203312,0.2025,0.020649253312803,0.01882680423806,18.82680423806,2.20725E-05
16,52.2,0.44,104.4,1.82212373908208,0.968583161128631,0.1936,0.019741705883253,0.019121483890473,19.1214838904726,2.11024E-05
16,49.49,0.44,98.98,1.72763346342811,0.987726246293862,0.1936,0.019741705883253,0.019499401047503,19.4994010475026,2.11024E-05
16,53.24,0.45,106.48,1.85831383925388,0.9589507949152,0.2025,0.020649253312803,0.019801617878718,19.8016178787178,2.20725E-05
16,52.34,0.45,104.68,1.82689609757556,0.967385298422251,0.2025,0.020649253312803,0.019975784078203,19.9757840782026,2.20725E-05
16,39.57,0.45,79.14,1.38136530600703,0.982111532941022,0.2025,0.020649253312803,0.020279869825125,20.2798698251245,2.20725E-05
16,39.48,0.45,78.96,1.37804432841292,0.981480777800131,0.2025,0.020649253312803,0.020266845202442,20.2668452024419,2.20725E-05
16,42.5,0.46,85,1.48366798955218,0.996206727006782,0.2116,0.021577195066613,0.021495346875297,21.4953468752974,2.30644E-05
16,48.72,0.46,97.44,1.70058508371899,0.991589255906065,0.2116,0.021577195066613,0.021395714800643,21.3957148006428,2.30644E-05
16,51.69,0.47,103.38,1.80416503411734,0.972892882235112,0.2209,0.022525531144683,0.021914928919227,21.9149289192269,2.40781E-05
16,39.49,0.48,78.98,1.37840156240421,0.981549147148033,0.2304,0.023494261547012,0.023060772384342,23.0607723843419,2.51136E-05
16,30.42,0.52,60.84,1.06182145555955,0.873244493517373,0.2704,0.027573126398923,0.024078080796918,24.0780807969182,2.94736E-05
16,59.02,0.53,118.04,2.06029541797309,0.882568488566507,0.2809,0.02864382842255,0.025280140357648,25.2801403576483,3.06181E-05
16,38.87,0.52,77.74,1.35675218420321,0.977179877581949,0.2704,0.027573126398923,0.026943904279051,26.9439042790514,2.94736E-05
16,47.33,0.52,94.66,1.65220937396244,0.996687787950277,0.2704,0.027573126398923,0.027481798357416,27.4817983574161,2.94736E-05
16,39.13,0.53,78.26,1.36606100248848,0.979114829504926,0.2809,0.02864382842255,0.028045597182313,28.0455971823134,3.06181E-05
16,44.33,0.53,88.66,1.54724869359284,0.9997227672959,0.2809,0.02864382842255,0.028635887416541,28.6358874165406,3.06181E-05
16,40.11,0.53,80.22,1.40010312594985,0.985467252771374,0.2809,0.02864382842255,0.028227554904425,28.227554904425,3.06181E-05
16,41.24,0.53,82.48,1.43954344806789,0.991398699667916,0.2809,0.02864382842255,0.028397454251627,28.397454251627,3.06181E-05
16,45.93,0.53,91.86,1.60311797449282,0.999477701017417,0.2809,0.02864382842255,0.028628867780108,28.6288677801076,3.06181E-05
